Title,Dewey_Decimal_Number,Author,ISBN,In_Stock,DatePurchased,NumberInStock,NumberOfAccesses,Price,LastAccessed
"War Against the Rull, The",823,"Van Vogt, A E",0101595265,n,01-JUN-1983,0,1,4.99,16-MAY-2017
War Gaming,500,"Wilson, Andrew",0880951295,n,01-OCT-1993,0,1,5.99,16-MAY-2017
War and the Liberal Conscience,355.02,"Howard, Michael",978-7541918414,y,29-AUG-2015,1,0,5.99,15-MAY-2018
"Warlock and the World's Pain, The",823,"Moorcock, Michael",8786152396,n,01-MAY-1984,0,12,2.99,16-MAY-2017
"Warlock in Spite of Himself, The",823,"Stasheff, Christopher",705483116X,n,01-AUG-1980,0,2,4.99,16-MAY-2017
"Warminster Mystery, The",1.9,"Shuttlewood, Arthur",3994145465,y,01-JAN-1975,2,2,0.99,05-NOV-1981
Warnings From Flying Friends,1.9,"Shuttlewood, Arthur",0977113918,y,03-JAN-1976,2,1,0.99,21-MAR-1984
Warrant for Genocide,940.5318,"Cohn, Norman",9944325685,y,16-OCT-2002,2,2,5.99,16-MAY-2012
Warriors of the Wasteland,940,"Griggsby, John",6098146362,y,22-APR-1996,1,4,21.5,09-JUL-2004
"Wasp Factory, The",823,"Banks, Iain",5151267669,y,01-JUL-1992,4,4,5.99,30-JAN-2002
Watching: Reflections on the Movies,791.43,"Sutcliffe, Thomas",159314468X,y,28-AUG-2001,2,1,5.99,02-JUL-2008
Watchman,823,"Rankin, Ian",978-4312234118,y,14-JUL-2011,1,4,5.99,15-MAY-2018
Water for Elephants,823,"Guen, Sarah",1872909969,y,30-APR-1996,1,4,17.99,05-MAR-2003
"Water's Lovely, The",823,"Rendell, Ruth",978-7319729536,y,29-JUN-2008,1,1,5.99,15-SEP-2016
"Water, Leisure and Culture",306,"Anderson, Susan C, and Bruce H Tabb",4913514003,y,01-JUL-1986,1,1,5.49,05-MAY-1993
"Waves, The",823,"Woolf, Virginia",978-457352186X,y,03-JUN-2015,4,0,17.99,15-MAY-2018
Waving the Flag,791.43,"Higson, Andrew",0101970867,y,27-APR-2000,1,2,12.49,14-JUL-2008
"Way We Live Now, The",306,"Hoggart, Richard",7200026506,y,14-AUG-2000,1,1,17.99,19-JUN-2007
"Way of All Flesh, The",823,"Butler, Samuel",0806611409,y,13-FEB-2002,3,2,5.99,24-MAR-2006
"Way of Zen, The",294.3,"Watts, Alan",0250615534,n,01-JUN-1980,0,2,1.99,16-MAY-2017
Ways of Reading,808.04,"Montgomery, Martin, et al",8572011496,n,25-JAN-2000,0,2,5.99,16-MAY-2017
Ways of Seeing,306,"Berger, John",9921739660,n,20-MAR-1997,0,0,5.99,16-MAY-2017
We Are Not Alone,1.9,"Tomas, Andrew",3517444014,n,01-MAR-1976,0,4,2.99,16-MAY-2017
We Can Build You,823,"Dick, Philip K",4079793256,y,01-NOV-1988,4,4,4.5,09-FEB-1989
We of Nagasaki,940.53,"Nagai, Takashi",385675561X,n,01-JUN-1982,0,2,1.99,16-MAY-2017
"Wealth of Information, The",338,"Stonier, Tom",0423008005,n,,0,1,,16-MAY-2017
Weather Watch,551.5,"File, Dick",8683668034,y,01-AUG-1992,1,1,5.99,18-OCT-2000
"Weight of Numbers, The",823,"Ings, Simon",2039625809,y,18-JUN-1997,1,10,12.49,08-JUL-1999
"Well of Loneliness, The",823,"Hall, Radclyffe",8952640714,y,31-MAY-1996,4,12,5.99,05-APR-2003
Westbury in Old Photographs,942,"Randall, Michael",0168689988,y,,2,0,,20-MAR-2014
"Western Intellectual Tradition, The",1.2094,"Bronowski, J and Mazlish, Bruce",1371213934,y,14-APR-1999,1,4,17.99,01-JUL-2007
What Happened in History,900,"Childe, V Gordon",3115484972,y,01-APR-1989,2,2,1.99,18-JUN-1997
What Just Happened,306,"Gleick, James",9513968355,y,21-SEP-2004,2,2,17.99,08-DEC-2012
What Makes Civilization,930,"Wengrow, David",5893452571,y,,2,2,,20-MAR-2014
What Money Can't Buy,100,"Sandel, Michael J",7979860240,y,,2,2,,20-MAR-2014
What Science is and How it Works,500.1,"Derry, Gordon N",9678313765,y,10-AUG-2003,2,4,17.99,14-JUN-2010
What We Can Never Know: Blindspots in Philosophy and Science,100,"Gamez, David",912066157X,y,01-APR-1995,1,1,7.99,18-JUN-2003
What is History?,901,"Carr, E H",6013830996,y,25-FEB-1998,1,1,21.5,10-JUL-1999
What is This Thing Called Science?,501,"Chalmers, A F",3250823791,y,17-JUN-1998,1,4,12.49,16-JAN-2008
What to do When Someone Dies,823,"French, Nicci",3024482458,y,01-DEC-1994,3,1,12.49,17-FEB-2003
What's Left?,321,"Cohen, Nick",978-4038906700,y,27-JAN-2015,1,1,5.99,15-MAY-2018
When Prophecy Fails,302,"Festinger, Leon, et al",978-2900944135,y,15-FEB-2006,1,1,5.99,16-SEP-2015
When Self-consciousness Breaks,153,"Stephens, G. Lynn and George Graham",2822844779,y,,1,0,,05-NOV-2012
When Will there be Good News?,823,"Atkinson, Kate",978-1726077265,y,16-FEB-2012,4,10,7.99,15-MAY-2018
Where Late the Sweet Birds Sing,823,"Wilhem, Kate",978-9470589347,y,29-OCT-2015,3,10,5.99,15-MAY-2018
Whisperer in the Darkness,823,"Lovecraft, H P",2421036056,y,12-JUL-1998,1,4,5.99,16-MAY-2005
Whispers From Space,522,"Macvey, John",8452831348,n,01-MAY-1979,0,1,0.99,16-MAY-2017
White Apples,823,"Carroll, Jonathan",978-4027906658,n,20-MAR-2013,0,10,7.99,16-MAY-2017
White Hand Society,306.9,"Conners, Peter",084726742X,y,30-DEC-2002,2,1,12.49,30-JUL-2012
"White Hotel, The",823,"Thomas, D M",3063470755,n,01-JUN-1982,0,2,4.99,16-MAY-2017
White Noise,823,Don DeLillo,978-0030303104,y,31-JUL-2014,4,4,12.49,15-MAY-2018
"White Plague, The",823,"Herbert, Frank",0476150951,y,01-DEC-1987,3,1,5.49,01-JUL-1997
Who Are You?,823,"Kavan, Anna",978-8774261628,y,14-JUL-2007,4,0,17.99,30-SEP-2015
Who Got Einstein's Office?,500,"Regis, Ed",014961462X,y,,1,4,,24-JUN-2011
Why Aren't They Here? The Question of Life on Other Worlds,520.1,"Verma, Sunendra",978-4144983606,y,09-OCT-2012,2,2,21.5,17-NOV-2016
"Why Freud Was Wrong: Sin, Science and Psychoanalysis",150.19,"Webster, Richard",4978330967,y,04-AUG-1998,1,1,12.49,08-JUN-2005
Why Men Don't Talk and Women Can't Read Maps,153,"Pease, Barbara and Allan",1844143375,n,29-DEC-2000,0,2,21.5,16-MAY-2017
"Wicked Pack of Cards, A",133.3,"Decker, Ronald, et al",5477513566,y,20-JUL-2003,2,4,12.49,06-OCT-2011
Wide Sargasso Sea,823,"Rhys, Jean",978-058021700X,y,22-JUL-2008,5,0,12.49,11-AUG-2010
"Wierdstone of Brisengamen, The",823,"Garner, Alan",0220378558,y,01-DEC-1991,1,4,5.99,05-OCT-1998
Wifey,823,"Blume, Judy",4629551580,n,01-DEC-1984,0,10,1.99,16-MAY-2017
"Wind From Nowhere, The",823,"Ballard, J G",9609721773,y,01-AUG-1986,3,10,1.99,01-MAR-1996
Wind in the Willows,823,"Grahame, Kenneth",3434188782,n,01-MAR-1977,0,0,1.5,16-MAY-2017
Windows on the Sixties,306,"Aldgate, Anthony, et al",2397380291,y,08-AUG-2004,2,4,5.99,09-MAR-2014
"Winds of Limbo, The",823,"Moorcock, Michael",6146857392,n,01-JUN-1988,0,0,1.99,16-MAY-2017
"Windup Girl, The",823,"Bacigalupi, Paolo",6184094453,y,20-DEC-2000,3,2,5.99,21-JUL-2010
Winter's Children,823,"Coney, Michael",5943299581,y,01-JUN-1977,4,1,0.99,05-APR-1984
Wired for Culture,153,"Pagel, Mark",4058547143,y,,2,1,,05-NOV-2012
"Wisdom of the Genes, The",575.1,"Wills, Christopher",3421134447,y,01-OCT-1992,1,2,17.99,02-MAY-2002
Witchcraft and Magic in 16th and 17th Century Europe,133.49,"Scarre, Geoffrey",0700777942,y,30-AUG-2000,2,2,5.99,16-NOV-2008
Witchcraft and Sorcery,133.49,"Marwick, Max (ed.)",9029688546,y,21-DEC-1998,2,1,21.5,21-JUL-2008
Witchcraft in British History,133.49,"Holmes, Ronald",2138434636,n,11-MAR-1985,0,4,4.5,16-MAY-2017
Wittgenstein,190.9,"Hacker, P M S",2799969433,y,30-AUG-2000,1,4,17.99,05-JUL-2007
Wittgenstein in 90 Minutes,190.9,"Strahern, Paul",6727033503,n,31-DEC-1997,0,1,21.5,16-MAY-2017
Women in Love,823,"Lawrence, D H",2768515862,y,01-APR-1977,1,1,0.99,18-JUN-1985
Wonderful Life,570,"Gould, Stephen Jay",6288090086,y,10-OCT-1995,1,2,7.99,10-MAY-2005
"Woodlanders, The",823,"Hardy, Thomas",2917835979,y,11-AUG-1996,2,12,17.99,28-OCT-2004
"Word for World is Forest, The",823,"Le Guin, Ursula",5456758046,y,22-APR-1996,4,1,5.99,09-JUL-2004
Words and Rules,415,"Pinker, Steven",0830809670,y,18-NOV-2003,1,2,5.99,22-SEP-2010
Words and Things,410,"Brown, Roger",1064728508,y,04-JAN-2002,1,4,12.49,08-NOV-2008
World Futures,335,"Freeman, Christopher, and Jahoda, Marie (Eds.)",6743435020,y,01-NOV-1994,1,2,21.5,28-JUL-1997
"World Lit Only by Fire, A",909,"Manchester, William",978-0319305365,y,19-MAR-2006,2,2,17.99,21-JAN-2013
"World Treasury of Physics, Mathematics and Astronomy",500,"Ferris, Timothy",1136140838,y,01-APR-1994,2,1,5.99,10-MAY-1998
World Treasury of SF,823,Various,0316349410,y,15-MAR-1996,1,0,12.49,14-OCT-2005
"World Within the World, The",530,"Barrow, John D",8231891691,y,09-APR-2001,2,4,5.99,04-JAN-2004
"World of Violence, The",823,"Wilson, Colin",978-2191936752,y,15-JAN-2011,1,0,5.99,15-MAY-2018
World's Greatest UFO Mysteries,1.9,Blundell and Boar,6758433528,n,01-JAN-1987,0,1,4.99,16-MAY-2017
Worlds Apart,823,"Cowper, Richard",3584116690,n,29-JUL-2004,0,2,5.99,16-MAY-2017
Worlds Without End,600.9,"Hennessey, R A S",4869791993,y,24-DEC-2003,1,4,21.5,24-JUL-2013
Wrinkle in the Skin,823,"Christopher, John",978-9907798711,y,30-SEP-2015,3,12,7.99,15-MAY-2018
Wrinkles in Time,500,"Smoot, George",954918795X,y,,1,2,,05-NOV-2012
"Writer's Notes on His Trade, A",306,"Montague, C E",978-713583636X,y,17-DEC-2006,2,4,17.99,08-JUN-2012
Writers' Lives: Jane Austen,809.3,"Le Faye, Deirdre",501605199X,y,29-MAR-1998,2,2,17.99,07-MAY-2002
Writers' Lives: John Keats,809.1,"Hebron, Stephen",6388690354,y,26-NOV-1996,2,0,17.99,04-JAN-2001
Writers' Lives: William Wordsworth,809.1,"Hebron, Stephen",3633846735,y,29-NOV-1996,2,1,5.99,15-FEB-2005
Writing Your Dissertation in 15 Minutes a Day,807,"Bolker, Joan",1843512958,y,19-APR-2002,2,1,5.99,18-NOV-2011
Wuthering Heights,823,"Bronte, Emily",3204540602,y,17-DEC-2001,2,12,7.99,05-MAR-2010
Wycliffe and the Last Rites,823,"Burley, W J",978-0829501250,n,15-SEP-2007,0,1,17.99,16-MAY-2017
Youthquake: Spirituality and the Growth of a Counter-culture,200,"Leech, Kenneth",546793993X,y,09-NOV-1999,2,2,5.99,09-JUN-2009
"Zarkon Principle, The",1.9,Zarkon,4395977792,n,01-JAN-1976,0,1,3.5,16-MAY-2017
Zee and Co,823,"O'Brien, Edna",8806032962,n,01-APR-1982,0,1,1.99,16-MAY-2017
Zen Buddhism,294.3,"Humphrey, Christopher",5819624125,n,01-DEC-1987,0,4,2.99,16-MAY-2017
Zen and the Art of Motorcycle Maintenance,823,"Pirsig, Robert M",533549926X,y,01-FEB-1983,3,0,1.99,20-APR-1991
Zen-Brain Reflections,128.2,"Austin, James H",0577218919,y,01-DEC-1986,2,4,2.99,09-JAN-1991
"Zero Stone, The",823,"Norton, Andre",054328797X,n,01-NOV-1988,0,10,4.99,16-MAY-2017
